Columns,n,type,mean,std,min,25%,50%,75%,max,value 1,value 2,value 3,value 4,value 5,freq 1,freq 2,freq 3,freq 4,freq 5,freq others,freq NA,
210X203,500,float64,0.712554,0.050683021,0,0.673,0.709,0.751,0.78,0.673,0.671,0.71,0.708,0.675,56,37,34,29,25,319,0,
210X206,500,int64,1655650168,744599502,0,978434633,1629520699,2243704073,3035333050,1438794750,647209318,1438154052,546455504,1111221583,1,1,1,1,1,495,0,
210X207,500,int64,2011396262,1200392537,0,978441712.8,1655042691,2749554221,4676406041,2848750587,1023088990,2842897735,4328913224,548581705,1,1,1,1,1,495,0,
210X209,500,float64,18.91168,5.592620744,0,20.29,20.68,20.76,20.87,0,20.76,20.66,20.75,20.81,40,39,31,26,26,338,0,
210X210,500,float64,1.354996,0.55167418,0,1.17575,1.25,1.5715,2.413,0,1.164,1.166,1.249,1.174,40,6,6,5,5,438,0,
210X211,500,float64,0.717258,0.041800886,0,0.695,0.724,0.73,0.772,0.726,0.677,0.728,0.724,0.722,43,35,35,34,31,322,0,
210X212,500,float64,0.712572,0.050645738,0,0.673,0.709,0.751,0.78,0.673,0.671,0.675,0.71,0.748,50,40,34,26,24,326,0,
210X214,500,int64,2,0.109654221,0,2,2,2,3,2,3,0,,,497,2,1,,,0,0,"'210X214',"
210X216,500,int64,9069069185,4064853780,0,7766944793,10792493657,11227493457,14526021523,2858217528,2728662377,11255169346,2878012890,10866941254,1,1,1,1,1,495,0,
210X217,500,int64,9041632529,4076782814,0,7751527745,10802256094,11227497283,14414887220,11093567487,10953341199,2623225166,11292335438,2740257106,1,1,1,1,1,495,0,
210X218,500,int64,99.8,4.472135955,0,100,100,100,100,100,0,,,,499,1,,,,0,0,"'210X218',"
210X219,500,float64,42.534,4.609374868,0,38.875,42.9,46.2,50,47.2,41.8,43.4,40.4,43.8,10,8,8,8,8,458,0,
210X220,500,float64,42.4846,1.904383415,0,42.5,42.6,42.6,42.7,42.6,42.5,42.7,42.4,0,341,153,4,1,1,0,0,
210X221,500,int64,49.9,2.236067977,0,50,50,50,50,50,0,,,,499,1,,,,0,0,"'210X221',"
210X222,500,int64,34.93,1.565247584,0,35,35,35,35,35,0,,,,499,1,,,,0,0,"'210X222',"
210X223,500,int64,49.9,2.236067977,0,50,50,50,50,50,0,,,,499,1,,,,0,0,"'210X223',"
210X224,500,int64,0.998,0.04472136,0,1,1,1,1,1,0,,,,499,1,,,,0,0,"'210X224',"
210X225,500,float64,0.022455,0.001006231,0,0.0225,0.0225,0.0225,0.0225,0.0225,0,,,,499,1,,,,0,0,"'210X225',"
210X226,500,float64,0.3996,0.119450311,0,0.3,0.4,0.5,0.9,0.4,0.3,0.5,0.6,0.2,163,158,97,35,30,17,0,
210X228,500,float64,1.1106,1.864494656,0,0.1,0.3,0.8,7.6,0.3,0.1,0,0.2,0.9,85,81,67,54,29,184,0,
210X229,500,float64,0.2972,0.224171063,0,0.1,0.3,0.4,0.9,0.3,0.1,0,0.6,0.7,135,109,67,57,43,89,0,
210X230,500,float64,1.65,2.1664087,0,0.2,0.8,2.2,9,0.2,0,0.3,2.2,1.3,97,67,65,28,21,222,0,
210X231,500,float64,3.3736,13.54814998,0,0.2,0.4,0.8,168.7,0.2,0,0.3,0.4,0.7,101,67,44,42,40,206,0,
220X2,500,float64,1.626993928,0.324500242,0.21131,1.567965,1.698545,1.819521,2.126934,1.890743,1.669981,1.675627,1.748222,2.05706,2,1,1,1,1,494,0,
220X3,500,int64,11.49,10.26257965,1,2,8,24,26,1,26,2,3,25,117,100,53,48,22,160,0,
220X4,500,float64,-7.399169982,12.58268581,-26.474034,-17.6827225,-13.390484,1.7671175,31.093898,-20.990899,-16.093793,1.730252,16.045626,-21.539397,2,1,1,1,1,494,0,
220X5,500,float64,0.371776958,0.298643276,-0.90004,0.1804695,0.401754,0.58985625,1.265726,0.355636,0.794938,0.46045,0.562439,0.548022,2,1,1,1,1,494,0,
220X6,500,float64,2.185000752,0.411908508,0.672087,1.887831,2.199873,2.5016095,3.093697,2.557572,2.257834,1.684602,2.536964,1.971535,2,1,1,1,1,494,0,
220X8,500,float64,0.340996082,0.183311924,-0.054834,0.161733,0.3930405,0.500215,0.667273,0.57173,0.217491,0.57191,0.378372,0.289613,2,1,1,1,1,494,0,
220X9,500,float64,0.109321632,0.107106825,-0.191988,0.06212175,0.1263535,0.1807675,0.39414,0.222478,0.08972,0.109093,0.106602,0.070703,2,1,1,1,1,494,0,
220X10,500,float64,2.091560928,0.340277471,0.671159,2.002037,2.137609,2.2823435,2.800288,2.413731,2.002037,1.443512,2.521112,2.018454,2,2,1,1,1,493,0,
220X11,500,float64,-7.66772894,12.76994485,-26.903554,-18.154161,-13.8565365,1.7400035,31.076455,-21.54648,2.301515,-16.375931,-19.206029,-22.026978,2,1,1,1,1,494,0,
220X12,500,float64,-0.57632773,0.316971863,-1.899359,-0.79848225,-0.5665565,-0.359556,0.406467,-0.622386,-0.363443,-0.743141,-0.637734,-0.25776,2,1,1,1,1,494,0,
220X13,500,float64,1.19183566,0.337343172,-0.167676,1.00767475,1.2182305,1.40662125,2.277807,1.48008,1.299137,0.558787,1.57282,1.687667,2,2,1,1,1,493,0,
220X14,500,float64,0.013286,0.063799745,-0.1146,-0.016,-0.016,0.09,0.09,-0.016,0.09,-0.1146,,,275,180,45,,,0,0,
220X15,500,float64,-0.023852,0.040075626,-0.054,-0.054,-0.0236,-0.0236,0.0952,-0.0236,-0.054,0.0952,,,275,180,45,,,0,0,
220X16,500,int64,11.49,10.26257965,1,2,8,24,26,1,26,2,3,25,117,100,53,48,22,160,0,
220X18,500,float64,0.719615,0.069263599,0.527,0.7103,0.7103,0.782,0.782,0.7103,0.782,0.527,,,275,180,45,,,0,0,
220X19,500,float64,-0.170212,0.166436013,-0.3181,-0.3181,-0.3181,-0.012,0.1007,-0.3181,-0.012,0.1007,,,275,180,45,,,0,0,
220X20,500,float64,0.160926,0.057843779,0.0824,0.101,0.213,0.213,0.213,0.213,0.101,0.0824,,,275,180,45,,,0,0,
220X21,500,float64,-0.406107,0.32168915,-0.6723,-0.6723,-0.6723,-0.177,0.3042,-0.6723,-0.177,0.3042,,,275,180,45,,,0,0,
220X22,500,float64,0.013286,0.063799745,-0.1146,-0.016,-0.016,0.09,0.09,-0.016,0.09,-0.1146,,,275,180,45,,,0,0,
220X23,500,float64,-0.023852,0.040075626,-0.054,-0.054,-0.0236,-0.0236,0.0952,-0.0236,-0.054,0.0952,,,275,180,45,,,0,0,
220X26,499,float64,14.56677956,0.084898921,14.362,14.5035,14.563,14.619,14.88,14.571,14.5,14.614,14.627,14.537,7,6,6,5,5,470,1,
220X27,499,float64,15.60303808,0.901453211,12.557,15.7125,15.891,16.0355,16.509,16.047,16.036,15.897,15.864,15.787,6,5,4,4,4,476,1,
220X28,499,float64,14.5007495,0.148653216,13.886,14.4725,14.531,14.59,14.731,14.513,14.526,14.53,14.496,14.518,6,6,5,5,5,472,1,
220X29,499,float64,15.43159118,1.065120704,10.169,14.9895,15.554,16.1795,17.082,16.215,15.507,15.206,16.12,15.727,3,3,3,3,3,484,1,
220X30,499,float64,14.34959519,0.422828861,12.938,14.3925,14.465,14.5475,14.673,14.435,14.415,14.447,14.592,14.387,7,6,6,5,5,470,1,
220X31,499,float64,13.31665731,0.576561084,11.774,12.91,13.306,13.732,14.728,13.338,13.386,14.173,13.451,13.286,3,3,3,3,3,484,1,
220X32,499,float64,11892.9479,386.2647058,10584,11961,11999,12057,12150,12068,11976,11968,12033,12056,10,9,9,9,7,455,1,
220X33,499,float64,1583.252505,127.0892406,1225,1478,1579,1702,1881,1478,1585,1701,1727,1452,22,14,13,13,12,425,1,
220X53,499,float64,-90.06412826,32.81461705,-104,-100,-100,-100,14,-100,14,-104,,,411,45,43,,,0,1,
220X54,499,float64,-109.2324649,28.31609566,-344,-114,-109,-106.5,14,-109,-129,-90,-104,-70,243,75,29,23,21,108,1,
220X55,499,float64,23.94528969,0.133578594,23.539632,23.874105,24.005941,24.016927,24.220378,24.014079,24.013672,24.016927,24.020182,24.018148,12,9,8,8,7,455,1,
220X60,500,int64,11.49,10.26257965,1,2,8,24,26,1,26,2,3,25,117,100,53,48,22,160,0,
220X66,499,float64,11.47094188,10.26401761,1,2,8,24,26,1,26,2,3,25,117,100,53,48,22,159,1,
220X70,500,int64,11.49,10.26257965,1,2,8,24,26,1,26,2,3,25,117,100,53,48,22,160,0,
220X74,499,float64,11.47094188,10.26401761,1,2,8,24,26,1,26,2,3,25,117,100,53,48,22,159,1,
220X78,500,int64,11.49,10.26257965,1,2,8,24,26,1,26,2,3,25,117,100,53,48,22,160,0,
220X82,499,float64,11.47094188,10.26401761,1,2,8,24,26,1,26,2,3,25,117,100,53,48,22,159,1,
220X86,500,int64,11.49,10.26257965,1,2,8,24,26,1,26,2,3,25,117,100,53,48,22,160,0,
220X90,499,float64,11.47094188,10.26401761,1,2,8,24,26,1,26,2,3,25,117,100,53,48,22,159,1,
220X94,500,int64,11.49,10.26257965,1,2,8,24,26,1,26,2,3,25,117,100,53,48,22,160,0,
220X98,500,int64,11.49,10.26257965,1,2,8,24,26,1,26,2,3,25,117,100,53,48,22,160,0,
220X103,500,int64,11.49,10.26257965,1,2,8,24,26,1,26,2,3,25,117,100,53,48,22,160,0,
220X107,499,float64,23.61549098,0.04772652,23.42,23.61,23.61,23.61,23.71,23.61,23.71,23.52,23.62,23.67,344,45,36,11,9,54,1,
220X108,499,float64,0.141943888,1.826974596,0,0,0,0,23.61,0,23.61,,,,496,3,,,,0,1,"'220X108',"
220X109,500,int64,11.49,10.26257965,1,2,8,24,26,1,26,2,3,25,117,100,53,48,22,160,0,
220X110,500,float64,-4.984710284,8.585243349,-18.125799,-11.97227625,-9.0913925,1.41385775,20.898404,-14.330936,1.739446,-12.733737,-16.369997,-10.026033,2,1,1,1,1,494,0,
220X112,500,float64,9.483238746,6.960524582,-1.210881,1.67899225,11.9465365,15.2287125,26.481319,17.078935,-0.939181,10.978401,17.214338,0.024587,2,1,1,1,1,494,0,
220X114,500,float64,-2.163901068,4.20893213,-8.563525,-5.5863685,-4.13695,0.91173975,10.493769,-6.779166,-5.746203,-4.948434,-5.986978,7.430804,2,1,1,1,1,494,0,
220X116,500,float64,9.836465336,6.849483843,-0.951851,2.44701125,12.0546615,15.39151175,27.27908,17.238626,17.84289,15.274082,15.498617,14.052563,2,1,1,1,1,494,0,
220X118,500,float64,-0.319703774,1.405133718,-2.506178,-1.43772675,-0.8711585,0.62962,4.079954,-1.818129,1.241553,0.523763,0.247006,2.977402,2,1,1,1,1,494,0,
220X120,500,float64,10.19444615,6.729530657,-0.504359,2.99996725,12.2224595,15.654453,27.744843,17.46979,16.407239,3.167622,16.455136,13.722111,2,1,1,1,1,494,0,
220X122,500,float64,1.570971504,1.594377464,-3.199122,0.2960575,2.349186,2.90261675,3.968974,3.255531,1.015797,2.991117,0.328484,2.903699,2,1,1,1,1,494,0,
220X124,500,float64,10.10069392,6.656546988,-0.34116,2.88257925,12.0400835,15.4251815,27.625114,17.262071,14.689822,0.482043,15.520536,4.970075,2,1,1,1,1,494,0,
220X126,500,float64,3.081778732,4.181040062,-9.579668,-0.076325,5.068735,6.50351825,9.455818,7.589617,-7.734676,0.970197,1.548367,5.196072,2,1,1,1,1,494,0,
220X128,500,float64,10.35766404,6.640220153,-0.608644,3.303551,12.205313,15.69345475,28.074606,17.566134,3.828211,16.396558,14.249208,19.18731,2,1,1,1,1,494,0,
220X130,500,float64,5.748213114,8.549720499,-20.083482,-0.572911,9.87559,12.674052,18.833492,14.967635,-3.168001,1.620578,-2.440971,-0.471766,2,1,1,1,1,494,0,
220X132,500,float64,10.66812484,6.324132941,-0.11089,4.1759785,12.247258,15.60681175,28.693956,17.489138,12.90582,15.756909,22.041178,0.619775,2,1,1,1,1,494,0,
220X138,500,int64,11.49,10.26257965,1,2,8,24,26,1,26,2,3,25,117,100,53,48,22,160,0,
220X140,500,int64,11.49,10.26257965,1,2,8,24,26,1,26,2,3,25,117,100,53,48,22,160,0,
220X141,500,float64,83.37623764,41.51811712,-121.300073,67.788011,89.668186,108.776023,206.514831,107.000484,88.117837,70.376696,113.761952,69.152316,2,2,2,1,1,492,0,
220X142,500,float64,362.5868524,330.7453066,-700.10315,285.350021,348.4909345,598.5367182,695.604033,598.504659,601.582323,545.376013,259.394382,-654.721887,2,1,1,1,1,494,0,
220X143,500,float64,-147.696513,106.9090043,-484.881929,-217.2057573,-163.9173745,-73.3460455,202.311457,-223.600371,-191.225726,-247.043991,-204.4041,-207.29213,2,2,2,1,1,492,0,
220X147,499,float64,11.47094188,10.26401761,1,2,8,24,26,1,26,2,3,25,117,100,53,48,22,159,1,
220X150,0,float64,,,,,,,,,,,,,,,,,,0,500,"'220X150',"
220X151,0,float64,,,,,,,,,,,,,,,,,,0,500,"'220X151',"
220X153,500,int64,4.994,0.077304281,4,5,5,5,5,5,4,,,,497,3,,,,0,0,"'220X153',"
220X155,500,int64,4.012,0.154608563,4,4,4,4,6,4,6,,,,497,3,,,,0,0,"'220X155',"
220X156,500,int64,5.006,0.077304281,5,5,5,5,6,5,6,,,,497,3,,,,0,0,"'220X156',"
220X163,500,float64,0.058856394,0.379772612,-0.483175,-0.354898,0.333519,0.389105,0.585796,0.354898,0.380554,-0.342071,-0.333519,-0.346347,17,17,14,13,13,426,0,
220X164,500,float64,0.355294578,0.056811006,-0.369521,0.339444,0.348037,0.360927,0.475476,0.339444,0.348037,0.34374,0.335147,0.352334,75,54,49,48,42,232,0,
220X165,500,float64,-0.365206596,0.441043322,-0.696969,-0.6029,-0.560141,-0.513106,0.627767,-0.611451,-0.590072,-0.534485,-0.560141,-0.594348,23,18,16,16,16,411,0,
220X166,500,float64,-0.400988674,0.283258971,-0.59489,-0.513574,-0.483615,-0.453657,0.601768,-0.466496,-0.483615,-0.492175,-0.509294,-0.513574,27,23,23,23,22,382,0,
220X167,500,float64,-0.275592712,0.523586863,-0.85665,-0.608222,-0.52684,0.479724,0.818101,-0.55254,-0.518274,-0.496857,-0.501141,-0.535407,12,12,12,11,11,442,0,
220X168,500,float64,-0.29228103,0.221215885,-0.402544,-0.372567,-0.355438,-0.346873,0.446644,-0.355438,-0.351155,-0.364003,-0.346873,-0.368285,47,45,43,42,38,285,0,
220X169,500,float64,0.375986954,0.041340294,0.321733,0.351762,0.364631,0.38179,0.526913,0.364631,0.360341,0.37321,0.351762,0.368921,72,52,39,34,34,269,0,
220X170,500,float64,0.15174234,0.018338154,0.088524,0.151211,0.159169,0.159169,0.191003,0.159169,0.151211,0.167128,0.143252,0.104619,141,127,86,56,28,62,0,
220X171,500,float64,-0.11166648,0.073582233,-0.176826,-0.144675,-0.136638,-0.1286,0.1286,-0.136638,-0.1286,-0.144675,-0.120563,-0.152713,127,105,82,47,42,97,0,
220X172,500,float64,0.112750638,0.067999727,-0.11491,0.11491,0.122571,0.130231,0.219793,0.130231,0.122571,0.11491,0.137892,0.107249,137,123,59,54,33,94,0,
220X173,500,float64,0.132802784,0.00980599,0.113699,0.129942,0.129942,0.138063,0.17686,0.129942,0.138063,0.12182,0.152742,0.160781,222,116,97,25,13,27,0,
220X174,500,float64,0.24886967,0.109707438,-0.124937,0.266834,0.283006,0.291092,0.315349,0.291092,0.283006,0.27492,0.299178,0.266834,100,93,82,68,50,107,0,
220X175,500,float64,0.139099594,0.021800528,-0.128551,0.134869,0.142802,0.142802,0.160688,0.134869,0.142802,0.150736,0.126935,0.14462,176,171,83,17,13,40,0,
220X176,500,float64,-0.123602966,0.078536553,-0.175757,-0.159779,-0.151791,-0.135813,0.167768,-0.159779,-0.151791,-0.143802,-0.135813,-0.167768,101,93,86,50,44,126,0,
220X177,500,float64,-0.132201786,0.274066646,-0.381901,-0.305521,-0.305521,0.231272,0.381901,-0.305521,0.305521,-0.231272,0.381901,0.231272,324,93,30,28,15,10,0,
220X178,500,float64,0.177087736,0.048670875,0.15257,0.15257,0.15257,0.15257,0.309764,0.15257,0.228856,0.309764,0.232323,,385,70,43,2,,0,0,
220X179,500,float64,0.15204822,0.014843825,-0.152116,0.152116,0.152116,0.152116,0.228175,0.152116,0.153053,0.228175,-0.152116,,451,45,3,1,,0,0,
220X180,500,float64,0.300782162,0.02670609,0.154272,0.307307,0.307307,0.307307,0.384134,0.307307,0.231408,0.384134,0.23048,0.154272,441,43,9,5,2,0,0,
220X181,500,float64,0.153189948,0.003427272,0.152621,0.153078,0.153078,0.153078,0.229617,0.153078,0.152621,0.229617,,,454,45,1,,,0,0,
220X182,500,float64,0.15289184,0.000336887,0.152786,0.152786,0.152786,0.152786,0.153962,0.152786,0.153962,,,,455,45,,,,0,0,
220X183,500,float64,0.15921416,0.02215088,0.152255,0.152255,0.152255,0.152255,0.229579,0.152255,0.229579,,,,455,45,,,,0,0,
220X184,500,float64,0.048379904,0.0026569,0.04205,0.045555,0.049059,0.049059,0.056067,0.049059,0.045555,0.052563,0.045641,0.042131,231,130,87,35,7,10,0,
220X185,500,float64,0.03862967,0.001813828,0.034527,0.038145,0.038145,0.038145,0.045081,0.038145,0.041613,0.034527,0.03798,0.034677,347,91,18,16,16,12,0,
220X186,500,float64,0.043835266,0.002625964,0.034798,0.041704,0.045179,0.045179,0.048655,0.045179,0.041704,0.048655,0.038278,0.041758,273,138,38,31,11,9,0,
220X187,500,float64,0.03471951,0.002784683,0.0314,0.034888,0.034888,0.034888,0.045005,0.034888,0.0314,0.041543,0.038377,0.045005,319,124,33,12,7,5,0,
220X188,500,float64,0.037194074,0.002950179,0.030995,0.034578,0.038036,0.038036,0.044952,0.038036,0.034578,0.041494,0.034439,0.030995,184,165,100,27,18,6,0,
220X189,500,float64,0.043404644,0.00224657,0.03845,0.041945,0.041945,0.045441,0.052669,0.041945,0.045441,0.049157,0.045646,0.03845,319,128,26,18,4,5,0,
220X190,500,float64,0.040731044,0.024903403,-0.038312,0.045166,0.04864,0.052114,0.055589,0.04864,0.052114,0.045166,-0.038312,0.041691,195,115,106,38,24,22,0,
220X191,500,float64,0.034742554,0.026641881,-0.038229,0.041704,0.04518,0.04518,0.055606,0.04518,0.041704,0.048655,-0.034754,0.038229,165,106,78,41,25,85,0,
220X192,500,float64,0.045844836,0.016235617,-0.027825,0.04869,0.04869,0.052167,0.059123,0.04869,0.052167,0.045212,0.055645,0.031304,216,144,47,44,15,34,0,
220X193,500,float64,0.04385489,0.005463668,0.027783,0.041688,0.045162,0.048636,0.055584,0.045162,0.048636,0.041688,0.031256,0.038214,173,128,97,30,26,46,0,
220X194,500,float64,0.044385128,0.002767372,0.034761,0.045184,0.045184,0.045184,0.052136,0.045184,0.041709,0.04866,0.038237,0.034761,323,79,51,24,11,12,0,
220X195,500,float64,0.048969504,0.004012884,0.038191,0.048616,0.048616,0.052089,0.059034,0.048616,0.052089,0.045143,0.055561,0.041662,194,142,74,41,29,20,0,
220X196,500,float64,0.051095178,0.004378523,0.038229,0.048748,0.052231,0.052231,0.062677,0.052231,0.048748,0.055713,0.041704,0.059195,184,138,77,39,33,29,0,
220X197,500,float64,0.050922114,0.003914321,0.038229,0.048699,0.052178,0.052178,0.059135,0.052178,0.048699,0.055656,0.041704,0.059135,245,121,74,35,9,16,0,
220X204,500,float64,0.007873518,0.004738645,-0.00837,0.00814375,0.009009,0.00995575,0.014223,0.00961,0.010465,0.011284,0.00933,0.00859,3,2,2,2,2,489,0,
220X216,500,float64,0.063466,0.040552211,-0.073,0.067,0.073,0.08,0.122,0.073,0.078,0.07,0.076,0.074,29,26,24,22,22,377,0,
220X217,500,float64,0.114476418,0.050440573,-0.067361,0.085901,0.100114,0.1577415,0.23051,0.088373,0.089609,0.102586,0.095788,0.097024,9,9,9,9,8,456,0,
220X218,500,float64,0.083860014,0.032379065,-0.059945,0.0770945,0.088682,0.09826,0.145228,0.09517,0.090845,0.084047,0.083429,0.084665,12,12,12,11,11,442,0,
220X219,500,int64,11.49,10.26257965,1,2,8,24,26,1,26,2,3,25,117,100,53,48,22,160,0,
220X223,499,float64,-88.26052104,37.99646285,-104,-100,-100,-100,34,-100,34,-104,29,24,431,34,23,8,2,1,1,
220X224,499,float64,103.5731463,99.27380983,-31,43,63,136,532,43,63,83,14,112,78,69,39,39,23,251,1,
220X233,500,int64,2.01707E+13,472.2607231,2.01707E+13,2.01707E+13,2.01707E+13,2.01707E+13,2.01707E+13,2.01707E+13,2.01707E+13,,,,444,56,,,,0,0,
220X234,500,int64,2.01707E+13,472.2607231,2.01707E+13,2.01707E+13,2.01707E+13,2.01707E+13,2.01707E+13,2.01707E+13,2.01707E+13,,,,444,56,,,,0,0,
220X241,500,int64,7815.06,2354.28342,1295,5479.75,9020.5,9999,9999,9999,6757,4789,4792,4793,203,2,1,1,1,292,0,
220X247,500,int64,7417.706,2347.728964,1295,5311.75,7411.5,9999,9999,9999,4799,4291,6754,8764,147,2,2,2,2,345,0,
220X248,500,int64,7784.888,2365.374247,1273,5439.75,8951.5,9999,9999,9999,6688,4776,4769,4770,203,2,1,1,1,292,0,
220X249,500,int64,7813.282,2354.604342,1295,5478.75,9015.5,9999,9999,9999,6752,8190,4796,5301,203,2,1,1,1,292,0,
220X251,500,int64,7813.282,2354.604342,1295,5478.75,9015.5,9999,9999,9999,6752,8190,4796,5301,203,2,1,1,1,292,0,
220X253,500,int64,7813.282,2354.604342,1295,5478.75,9015.5,9999,9999,9999,6752,8190,4796,5301,203,2,1,1,1,292,0,
220X254,500,int64,7813.282,2354.604342,1295,5478.75,9015.5,9999,9999,9999,6752,8190,4796,5301,203,2,1,1,1,292,0,
220X256,500,int64,7417.706,2347.728964,1295,5311.75,7411.5,9999,9999,9999,4799,4291,6754,8764,147,2,2,2,2,345,0,
220X258,500,int64,7815.06,2354.28342,1295,5479.75,9020.5,9999,9999,9999,6757,4789,4792,4793,203,2,1,1,1,292,0,
220X260,500,int64,8900.28,3096.843302,189,9999,9999,9999,9999,9999,189,,,,444,56,,,,0,0,
220X261,500,int64,7417.706,2347.728964,1295,5311.75,7411.5,9999,9999,9999,4799,4291,6754,8764,147,2,2,2,2,345,0,
220X262,500,int64,9601.646,1307.001761,3760,9999,9999,9999,9999,9999,4599,8893,9456,9455,444,1,1,1,1,52,0,
220X263,500,int64,7417.706,2347.728964,1295,5311.75,7411.5,9999,9999,9999,4799,4291,6754,8764,147,2,2,2,2,345,0,
220X264,500,int64,7417.706,2347.728964,1295,5311.75,7411.5,9999,9999,9999,4799,4291,6754,8764,147,2,2,2,2,345,0,
220X265,500,int64,9601.646,1307.001761,3760,9999,9999,9999,9999,9999,4599,8893,9456,9455,444,1,1,1,1,52,0,
220X266,500,int64,24619.532,6371.287725,1735,23504.75,25036.5,29184.25,30000,30000,24490,24489,24674,25163,122,2,2,2,2,370,0,
220X269,500,int64,5682.34,135.6570015,5321,5625,5677,5777,5947,5645,5638,5737,5681,5830,22,14,13,12,12,427,0,
220X270,500,int64,5672.268,137.4814842,5303,5617,5668,5768,5937,5637,5727,5672,5617,5630,18,14,12,12,10,434,0,
220X271,500,int64,5670.544,137.030781,5303,5615,5666,5766,5935,5635,5670,5615,5725,5628,22,12,12,11,10,433,0,
220X272,500,int64,5128.438,1456.041148,4273,4527,4628,4764.25,9325,4634,4527,4501,4628,4624,19,18,12,10,9,432,0,
220X273,500,int64,4445.184,84.32092374,4199,4379,4427,4535,4654,4379,4461,4372,4412,4455,22,19,14,14,10,421,0,
220X274,500,int64,489.67,701.5098897,49,160,266,398,4287,160,266,134,198,260,21,19,12,11,10,427,0,
220X275,500,int64,3983.84,76.85589149,3758,3920,3985.5,4063,4164,3920,3992,4065,3907,3947,22,19,13,12,12,422,0,
220X276,500,int64,3983.84,76.85589149,3758,3920,3985.5,4063,4164,3920,3992,4065,3907,3947,22,19,13,12,12,422,0,
220X277,500,int64,231.518,479.8854131,25,110,169,246.25,3743,110,180,252,135,104,24,21,12,12,10,421,0,
220X278,500,int64,231.518,479.8854131,25,110,169,246.25,3743,110,180,252,135,104,24,21,12,12,10,421,0,
220X279,500,int64,2954.238,39.99661003,2773,2930,2959,2984,3041,2959,2987,2930,2929,2980,54,44,38,21,12,331,0,
220X280,500,int64,2954.238,39.99661003,2773,2930,2959,2984,3041,2959,2987,2930,2929,2980,54,44,38,21,12,331,0,
220X281,500,int64,407.978,546.1882759,36,139,227,334,3062,139,227,120,321,132,24,18,12,11,11,424,0,
220X282,500,int64,3164.776,461.8876164,2764,2940,3015.5,3113.25,4529,2940,3021,2933,3102,2972,24,16,13,12,11,424,0,
220X283,500,int64,3164.776,461.8876164,2764,2940,3015.5,3113.25,4529,2940,3021,2933,3102,2972,24,16,13,12,11,424,0,
220X284,500,int64,2785.906,65.12658526,2647,2744,2774,2836,2931,2754,2810,2749,2865,2744,25,19,15,14,14,413,0,
220X285,500,int64,2785.906,65.12658526,2647,2744,2774,2836,2931,2754,2810,2749,2865,2744,25,19,15,14,14,413,0,
220X286,500,int64,2756.244,63.10995323,2619,2715,2743,2804.25,2899,2725,2779,2720,2715,2745,25,20,15,14,12,414,0,
220X287,500,int64,2756.244,63.10995323,2619,2715,2743,2804.25,2899,2725,2779,2720,2715,2745,25,20,15,14,12,414,0,
220X288,500,int64,341.888,455.0387059,28,118,194,286,2632,194,118,111,146,274,18,18,13,12,12,427,0,
220X289,500,int64,731.074,961.8434103,0,0,38.5,1295,3004,0,718,2459,2163,2161,247,2,2,2,2,245,0,
220X290,500,float64,753.6068,944.7980005,43.7,45.3,48.2,1295,3004,45.3,45.5,45.1,45.2,45.4,33,29,29,28,20,361,0,
220X291,500,int64,9998.93,1.359704966,9969,9999,9999,9999,9999,9999,9994,9969,,,498,1,1,,,0,0,"'220X291',"
220X292,500,int64,9998.93,1.359704966,9969,9999,9999,9999,9999,9999,9994,9969,,,498,1,1,,,0,0,"'220X292',"
220X293,500,int64,1792.322,8.750740936,1775,1787,1788,1797,1821,1787,1788,1802,1789,1817,190,102,46,24,22,116,0,
220X294,500,int64,1759.484,5.882086525,1738,1756,1762,1762,1778,1762,1763,1753,1748,1768,238,41,41,35,19,126,0,
220X295,500,int64,1587.56,6.795495384,1564,1585,1585,1587.25,1619,1585,1599,1594,1584,1592,304,30,25,16,14,111,0,
220X296,500,int64,1598.04,19.22012556,1575,1589,1589,1603,1663,1589,1604,1649,1575,1591,198,52,37,21,18,174,0,
220X297,500,int64,286.206,334.676992,24,103,169,251,1283,103,169,97,127,90,24,14,14,12,12,424,0,
220X298,500,float64,287.5132,333.813614,82.7,103,169,251,1283,103,97,169,90,127,24,14,14,12,12,424,0,
220X299,500,int64,1290.488,125.561416,1153,1221,1252,1292.25,1659,1221,1288,1255,1234,1218,23,23,21,18,17,398,0,
220X300,500,int64,901.36,320.4772406,0,1011,1012,1019,1034,1012,1019,0,1011,1026,119,58,56,40,28,199,0,
220X301,500,int64,678.632,145.1539179,325,582,662,806.75,912,797,794,828,829,801,16,11,11,9,9,444,0,
220X302,500,int64,432.15,202.0599216,0,265.75,444,620.5,720,0,268,191,635,593,34,8,8,8,7,435,0,
220X303,500,int64,565.392,3.921874322,552,563,565,567,577,565,563,572,564,558,185,54,50,31,24,156,0,
220X304,500,int64,305.556,332.1345233,28,118,194,285,1267,118,194,111,146,103,22,18,14,12,12,422,0,
